openDate,うるま市,三重県,中部保健所管内,京都府,佐賀県,八重山保健所管内,兵庫県,北海道,北部保健所管内,千葉県,南城市,南部保健所管内,名護市,和歌山県,埼玉県,大分県,大阪府,奈良県,宜野湾市,宮古保健所管内,宮古島市,宮城県,宮崎県,山口県,山形県,山梨県,岐阜県,岡山県,島根県,広島県,愛知県,新潟県,東京都,栃木県,沖縄市,浦添市,滋賀県,熊本県,石垣市,石川県,確認中,神奈川県,福井県,福岡県,福島県,秋田県,糸満市,群馬県,茨城県,豊見城市,那覇市,長崎県,長野県,静岡県,非公表,香川県,高知県,鹿児島県,沖縄本島,宮古諸島,八重山諸島,全体
2020-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
2020-07-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
2020-07-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
2020-07-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6
2020-07-12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6
2020-07-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6
2020-07-14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6
2020-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2020-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
2020-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2020-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2020-07-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3
2020-07-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,5
2020-07-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,7
2020-07-22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,9
2020-07-23,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,0,0,13
2020-07-24,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,23,0,0,23
2020-07-25,2,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,36,0,0,37
2020-07-26,2,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,40,0,0,41
2020-07-27,3,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,0,0,0,0,0,55,0,0,57
2020-07-28,3,0,11,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,0,0,0,0,0,0,2,0,0,1,35,0,0,0,0,0,0,0,71,0,0,76
2020-07-29,4,0,11,0,0,0,0,0,0,2,1,5,1,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,0,0,0,0,0,0,0,0,0,0,6,0,0,3,58,0,0,0,0,0,0,0,112,1,0,118
2020-07-30,4,0,11,0,0,0,0,0,0,2,5,9,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,0,0,0,0,0,0,0,0,0,0,7,0,0,7,84,0,0,0,0,0,0,0,156,1,0,162
2020-07-31,3,0,10,0,0,0,0,1,2,2,8,16,2,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,10,14,0,0,6,0,0,0,0,0,0,0,9,0,0,15,109,0,0,0,0,0,0,0,208,1,6,223
2020-08-01,3,0,13,0,0,0,0,1,2,2,8,26,2,0,1,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,13,14,0,0,6,0,0,0,0,0,0,0,11,0,0,22,126,0,0,0,0,0,0,0,252,2,6,267
2020-08-02,5,0,17,0,0,0,0,1,6,2,12,34,2,0,1,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,1,0,3,0,17,20,0,0,9,0,0,0,0,0,0,0,14,0,0,27,136,0,0,0,0,0,0,0,302,5,9,324
2020-08-03,4,0,17,0,0,0,0,1,6,1,12,41,2,0,1,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,1,0,4,0,17,19,0,0,13,0,0,0,0,0,0,0,17,0,0,31,139,0,0,0,0,0,0,0,317,5,13,343
2020-08-04,4,0,19,0,0,0,0,1,6,0,16,55,1,0,1,0,0,0,12,0,19,0,0,0,0,0,0,0,0,0,1,0,3,0,21,26,0,0,14,0,0,0,0,0,0,0,17,0,0,34,155,0,0,0,0,0,0,0,366,19,14,405
2020-08-05,4,0,19,0,0,1,0,1,8,0,15,64,3,0,1,0,0,0,17,0,19,0,0,0,0,0,0,0,0,0,1,0,3,0,21,28,0,0,14,0,0,0,0,0,0,0,14,0,0,40,162,0,0,0,0,0,0,0,395,19,15,435
2020-08-06,5,0,18,0,0,1,0,1,8,0,13,67,8,0,1,0,0,0,21,0,20,0,0,0,0,0,0,0,0,0,1,0,3,0,21,33,0,0,14,0,0,0,0,0,0,0,24,0,0,40,159,0,0,0,0,0,0,0,417,20,15,458
2020-08-07,9,0,21,0,0,6,0,0,7,0,12,68,8,0,0,0,0,0,24,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,19,38,0,0,9,0,0,0,0,0,0,0,37,0,0,40,163,0,0,0,0,0,0,0,446,23,15,487
2020-08-08,9,0,24,0,0,6,0,0,8,0,14,62,8,0,0,0,1,0,23,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,16,46,0,0,9,0,0,0,0,0,0,0,42,0,0,41,174,0,0,0,0,0,0,0,467,27,15,513
2020-08-09,9,0,48,0,0,6,0,0,6,0,13,63,9,0,0,0,1,0,33,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,19,49,0,0,7,0,0,0,0,0,0,0,43,0,0,46,228,0,0,0,0,0,0,0,566,25,13,607
2020-08-10,10,0,51,0,0,7,0,0,7,0,14,59,10,0,0,0,1,0,35,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,19,52,0,0,3,0,0,0,0,0,0,0,46,0,0,44,235,0,0,0,0,0,0,0,582,25,10,620
2020-08-11,12,0,49,0,0,7,0,0,9,0,16,58,10,0,0,0,1,0,34,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,15,57,0,0,2,0,0,0,0,0,0,0,52,0,0,49,218,0,0,0,0,0,0,0,579,11,9,601
2020-08-12,20,0,54,0,0,6,0,0,8,0,18,54,9,0,0,0,2,0,27,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,13,56,0,0,2,0,0,0,0,0,0,0,54,0,0,45,210,0,0,0,0,0,0,0,568,13,8,592
2020-08-13,29,0,55,0,0,14,0,0,8,0,18,53,6,0,0,0,2,0,27,0,15,0,0,0,0,0,0,0,0,2,0,0,1,0,19,59,0,0,2,0,0,0,0,0,0,0,50,0,0,42,212,0,0,0,0,0,0,1,578,15,16,615
2020-08-14,36,0,64,0,0,10,0,0,8,0,20,53,6,0,0,0,2,0,32,0,12,0,0,0,0,0,0,0,0,2,0,0,1,0,28,64,0,0,1,0,0,0,0,0,0,0,40,0,0,36,204,0,0,0,0,0,0,1,591,12,11,620
2020-08-15,37,0,61,0,0,10,0,0,7,0,21,57,7,0,0,0,1,0,32,0,8,0,0,0,0,0,0,0,0,2,0,0,1,0,29,56,0,0,2,0,0,0,0,0,0,0,36,0,0,32,183,0,0,0,0,0,0,1,558,8,12,583
2020-08-16,43,0,46,0,0,10,0,0,5,1,18,56,8,0,0,0,1,0,22,0,8,0,0,0,0,0,0,0,0,2,0,0,1,0,25,50,0,0,1,0,0,0,0,0,0,0,37,0,0,25,125,0,0,0,0,0,0,1,460,8,11,485
2020-08-17,44,0,47,0,0,9,0,0,4,1,17,54,7,0,0,0,1,0,20,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,25,52,0,0,1,0,0,0,0,0,0,0,31,0,0,26,122,0,0,0,0,0,0,2,449,8,10,473
2020-08-18,43,0,51,0,0,9,0,0,3,1,12,42,8,0,0,0,1,0,19,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,30,43,0,0,1,0,0,0,0,0,0,0,25,0,0,18,124,0,0,0,0,0,0,2,418,8,10,442
2020-08-19,38,0,48,0,0,10,0,0,3,1,10,43,8,0,0,0,0,0,21,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,38,44,0,0,1,0,0,0,0,0,0,0,27,0,0,19,124,0,0,0,0,0,0,2,423,7,11,446
2020-08-20,30,0,48,0,0,2,0,0,7,1,8,38,6,0,0,0,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,0,0,1,0,0,0,0,0,0,0,23,0,0,18,117,0,0,0,0,0,0,1,384,4,3,393
2020-08-21,23,0,37,0,0,1,0,0,6,1,6,32,5,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,0,0,2,0,0,0,0,0,0,0,22,0,0,17,103,0,0,0,0,0,0,1,309,4,3,318
2020-08-22,22,0,35,1,0,1,0,0,7,2,3,27,4,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,2,0,0,0,0,0,0,0,21,0,0,15,101,0,0,0,0,0,0,1,292,3,3,302
2020-08-23,16,0,22,1,0,1,0,0,8,1,3,21,3,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,0,0,2,0,0,0,0,0,0,0,17,0,0,12,106,0,0,0,0,0,0,1,258,4,3,268
2020-08-24,15,0,23,1,0,1,0,0,8,1,3,25,5,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,0,2,0,0,0,0,0,0,0,18,0,0,9,97,0,0,0,0,1,0,0,242,4,3,252
2020-08-25,14,0,20,1,0,1,0,0,7,1,6,29,5,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,0,2,0,0,0,0,0,0,0,21,0,0,8,94,0,0,0,0,1,0,0,240,4,3,250
2020-08-26,14,0,19,1,0,0,0,0,6,1,6,26,4,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,2,0,0,0,0,0,0,0,16,0,0,4,83,0,0,0,0,1,0,0,208,2,2,215
2020-08-27,14,0,17,1,0,0,1,0,2,1,8,29,6,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,4,0,0,0,0,0,0,0,15,0,0,5,73,0,0,0,0,1,0,0,197,2,4,207
2020-08-28,12,0,20,1,0,0,1,0,2,1,9,33,6,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,20,7,0,0,3,0,0,0,0,0,0,0,13,0,0,6,72,0,0,0,0,1,0,0,209,2,3,219
2020-08-29,20,0,23,0,0,0,1,0,1,0,9,30,6,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,25,11,0,0,2,0,0,0,0,0,0,0,10,0,0,5,65,0,0,0,0,1,0,0,211,3,2,219
2020-08-30,21,0,23,0,0,0,1,0,0,0,9,29,5,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29,13,0,0,5,0,0,0,0,0,0,0,11,0,0,8,64,0,0,0,0,1,0,0,218,1,5,227
2020-08-31,21,0,19,0,0,0,1,0,0,0,10,27,3,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,32,16,0,0,5,0,0,0,0,0,0,0,11,0,0,9,65,0,0,0,0,0,0,0,220,1,5,228
2020-09-01,21,0,15,0,0,0,1,0,0,0,6,21,2,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,28,15,0,0,5,0,0,0,0,0,0,0,7,0,0,9,58,0,0,0,0,0,0,0,189,1,5,197
2020-09-02,18,0,13,0,0,0,1,0,0,0,7,17,2,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,26,15,0,0,6,0,0,0,0,0,0,0,9,0,0,8,48,0,0,0,0,0,0,0,168,1,6,177
2020-09-03,17,0,14,0,0,0,0,0,0,0,5,14,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24,13,0,0,4,0,0,0,0,0,0,0,8,0,0,13,42,0,0,0,0,0,0,0,156,1,4,162
2020-09-04,17,0,9,0,0,0,0,0,2,0,3,8,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,0,0,8,0,0,0,0,0,0,0,7,0,0,12,38,0,0,0,0,0,0,0,138,1,8,147
2020-09-05,10,0,6,0,0,0,0,0,2,0,3,7,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,0,0,9,0,0,0,0,0,0,0,7,0,0,13,41,0,0,0,0,0,0,0,127,0,9,136
